Transaction_ID,User_ID,Transaction_Date,Category,Merchant_Type,Payment_Mode,Amount_INR,Status,Month,Year,Merchant_ID
T000294,U02808,2022-06-18,Travel,Offline,UPI,1915.35,Success,2022-06,2022,M018
T000295,U00408,2026-05-24,Food & Dining,Offline,UPI,1176.26,Success,2026-05,2026,M008
T000296,U00014,2023-02-10,Education,Offline,UPI,14.14,Success,2023-02,2023,M009
T000297,U00536,2025-03-20,Travel,Online,Online Payment,91.53,Success,2025-03,2025,M007
T000298,U04461,2021-12-20,Education,Offline,UPI,1163.63,Success,2021-12,2021,M009
T000299,U00254,2020-08-13,Other,Large Merchant,UPI,301.77,Success,2020-08,2020,M018
T000300,U02892,2023-09-18,Bills,Offline,UPI,67.09,Success,2023-09,2023,M019
T000301,U01798,2023-12-11,Fuel,Online,Bill Payment,197.28,Success,2023-12,2023,M017
T000302,U04585,2026-05-14,Food & Dining,Offline,UPI,23.74,Success,2026-05,2026,M001
T000303,U03861,2021-06-28,Shopping,Online,QR Code,765.37,Success,2021-06,2021,M005
T000304,U03184,2025-07-10,Other,Small Business,UPI,314.67,Success,2025-07,2025,M016
T000305,U04297,2021-02-22,Grocery,Offline,Bill Payment,1054.56,Success,2021-02,2021,M009
T000306,U00105,2022-11-17,Entertainment,Offline,QR Code,65.53,Success,2022-11,2022,M015
T000307,U00228,2021-08-31,Other,Offline,UPI,82.08,Success,2021-08,2021,M012
T000308,U02030,2020-03-27,Fuel,Offline,Bill Payment,115.38,Success,2020-03,2020,M019
T000309,U00453,2025-12-07,Mobile Recharge,Online,UPI,994.96,Success,2025-12,2025,M012
T000310,U02928,2021-12-13,Fuel,Large Merchant,UPI,160.91,Success,2021-12,2021,M006
T000311,U01706,2025-08-24,Bills,Offline,UPI,745.12,Success,2025-08,2025,M011
T000312,U01211,2026-06-10,Bills,Offline,Bill Payment,275.12,Success,2026-06,2026,M002
T000313,U01955,2023-07-01,Education,Offline,UPI,526.53,Success,2023-07,2023,M017
T000314,U04649,2021-06-03,Fuel,Offline,UPI,127.5,Success,2021-06,2021,M020
T000315,U03411,2025-05-28,Travel,Large Merchant,Bill Payment,186.97,Success,2025-05,2025,M002
T000316,U00083,2021-01-21,Travel,Offline,Bill Payment,405.0,Success,2021-01,2021,M001
T000317,U00833,2020-01-14,Bills,Offline,UPI,278.05,Success,2020-01,2020,M018
T000318,U02390,2020-03-31,Bills,Offline,QR Code,135.86,Success,2020-03,2020,M019
T000319,U00147,2020-01-04,Healthcare,Online,QR Code,139.45,Success,2020-01,2020,M005
T000320,U00986,2022-03-06,Grocery,Large Merchant,Online Payment,726.01,Success,2022-03,2022,M009
T000321,U02383,2020-08-03,Fuel,Online,QR Code,522.07,Success,2020-08,2020,M006
T000322,U03731,2023-03-28,Education,Offline,UPI,155.65,Success,2023-03,2023,M007
T000323,U02727,2024-05-21,Travel,Offline,Recharge,1441.42,Success,2024-05,2024,M009
T000324,U02271,2024-10-23,Travel,Small Business,QR Code,117.52,Success,2024-10,2024,M011
T000325,U04702,2021-12-04,Healthcare,Large Merchant,QR Code,29.73,Success,2021-12,2021,M008
T000326,U03448,2021-12-31,Mobile Recharge,Online,UPI,170.05,Success,2021-12,2021,M003
T000327,U03745,2025-08-26,Utilities,Online,Online Payment,212.23,Success,2025-08,2025,M019
T000328,U04344,2024-06-30,Entertainment,Small Business,Bill Payment,813.16,Success,2024-06,2024,M006
T000329,U04560,2024-01-29,Other,Offline,UPI,122.66,Success,2024-01,2024,M014
T000330,U04956,2024-10-28,Food & Dining,Offline,UPI,344.8,Success,2024-10,2024,M012
T000331,U04088,2023-01-09,Education,Offline,UPI,111.01,Success,2023-01,2023,M018
T000332,U01606,2026-01-22,Food & Dining,Offline,QR Code,375.64,Success,2026-01,2026,M006
T000333,U00682,2026-03-31,Other,Online,UPI,187.24,Pending,2026-03,2026,M018
T000334,U00398,2026-01-31,Utilities,Offline,UPI,147.59,Failed,2026-01,2026,M010
T000335,U02309,2024-08-22,Shopping,Offline,QR Code,82.14,Success,2024-08,2024,M001
T000336,U01467,2023-10-18,Entertainment,Offline,UPI,738.95,Success,2023-10,2023,M007
T000337,U00441,2021-11-27,Mobile Recharge,Offline,QR Code,296.38,Success,2021-11,2021,M008
T000338,U01852,2023-04-12,Mobile Recharge,Online,QR Code,255.91,Failed,2023-04,2023,M019
T000339,U03552,2026-04-04,Shopping,Online,UPI,136.94,Success,2026-04,2026,M004
T000340,U04686,2022-09-14,Entertainment,Online,QR Code,241.35,Success,2022-09,2022,M004
T000341,U00992,2022-10-10,Other,Offline,Bill Payment,65.44,Success,2022-10,2022,M002
T000342,U02993,2023-06-15,Education,Online,QR Code,658.43,Success,2023-06,2023,M002
T000343,U02011,2024-06-29,Utilities,Online,Recharge,51.45,Success,2024-06,2024,M014
T000344,U01729,2021-09-21,Bills,Offline,Recharge,61.82,Success,2021-09,2021,M016
T000345,U00308,2023-06-09,Education,Small Business,QR Code,843.89,Success,2023-06,2023,M004
T000346,U02697,2021-08-10,Bills,Offline,UPI,48.27,Success,2021-08,2021,M018
T000347,U00144,2024-03-20,Food & Dining,Online,Online Payment,622.5,Success,2024-03,2024,M009
T000348,U03619,2022-03-04,Mobile Recharge,Offline,UPI,280.12,Success,2022-03,2022,M018
T000349,U00330,2023-06-13,Utilities,Offline,Online Payment,120.62,Success,2023-06,2023,M007
T000350,U01905,2024-04-16,Mobile Recharge,Online,UPI,799.25,Success,2024-04,2024,M009
T000351,U00784,2026-02-02,Fuel,Large Merchant,Online Payment,176.12,Success,2026-02,2026,M019
T000352,U00990,2025-07-13,Other,Small Business,UPI,446.64,Success,2025-07,2025,M001
T000353,U03233,2020-04-28,Other,Online,UPI,224.48,Success,2020-04,2020,M004
T000354,U02875,2023-04-28,Healthcare,Offline,Online Payment,105.9,Success,2023-04,2023,M010
T000355,U03199,2021-09-05,Other,Small Business,UPI,197.98,Success,2021-09,2021,M017
T000356,U02052,2021-04-30,Shopping,Online,UPI,39.41,Success,2021-04,2021,M003
T000357,U03564,2025-06-19,Bills,Online,QR Code,503.13,Success,2025-06,2025,M012
T000358,U01410,2023-01-07,Healthcare,Small Business,QR Code,333.55,Success,2023-01,2023,M003
T000359,U03911,2020-11-17,Entertainment,Offline,UPI,286.64,Success,2020-11,2020,M001
T000360,U04601,2020-05-18,Utilities,Offline,QR Code,190.02,Success,2020-05,2020,M001
T000361,U00186,2023-07-13,Utilities,Offline,UPI,814.48,Success,2023-07,2023,M004
T000362,U03353,2020-08-11,Education,Offline,Online Payment,87.81,Success,2020-08,2020,M006
T000363,U03911,2021-07-25,Travel,Large Merchant,QR Code,62.61,Success,2021-07,2021,M001
T000364,U01305,2024-05-02,Shopping,Small Business,UPI,123.0,Success,2024-05,2024,M020
T000365,U01659,2022-03-19,Other,Online,Bill Payment,1109.2,Success,2022-03,2022,M007
T000366,U03866,2022-09-13,Shopping,Offline,QR Code,103.55,Success,2022-09,2022,M008
T000367,U02788,2025-03-29,Entertainment,Offline,UPI,519.56,Success,2025-03,2025,M018
T000368,U03056,2022-10-20,Fuel,Small Business,UPI,94.18,Success,2022-10,2022,M005
T000369,U04966,2024-03-23,Bills,Large Merchant,UPI,134.5,Success,2024-03,2024,M008
T000370,U02410,2023-06-26,Grocery,Online,UPI,119.0,Success,2023-06,2023,M011
T000371,U02231,2024-11-14,Entertainment,Online,Online Payment,626.26,Success,2024-11,2024,M015
T000372,U01006,2024-08-27,Healthcare,Online,UPI,373.31,Success,2024-08,2024,M002
T000373,U02179,2026-02-12,Grocery,Offline,Recharge,176.7,Success,2026-02,2026,M002
T000374,U01966,2020-09-05,Healthcare,Large Merchant,QR Code,100.24,Success,2020-09,2020,M004
T000375,U03467,2024-12-22,Travel,Offline,UPI,325.69,Success,2024-12,2024,M007
T000376,U03733,2022-10-20,Mobile Recharge,Offline,Online Payment,386.85,Success,2022-10,2022,M020
T000377,U03115,2026-04-12,Healthcare,Small Business,Bill Payment,196.43,Success,2026-04,2026,M012
T000378,U03076,2025-08-24,Grocery,Large Merchant,UPI,123.99,Success,2025-08,2025,M010
T000379,U03397,2022-04-05,Travel,Large Merchant,UPI,1217.06,Success,2022-04,2022,M013
T000380,U00790,2021-06-20,Food & Dining,Offline,Online Payment,77.28,Failed,2021-06,2021,M005
T000381,U02926,2021-05-06,Grocery,Large Merchant,UPI,173.28,Success,2021-05,2021,M004
T000382,U03431,2025-02-02,Travel,Small Business,QR Code,106.47,Success,2025-02,2025,M009
T000383,U01998,2026-05-28,Other,Small Business,Bill Payment,285.19,Failed,2026-05,2026,M009
T000384,U02016,2025-12-04,Shopping,Online,UPI,83.45,Success,2025-12,2025,M004
T000385,U02738,2021-08-14,Entertainment,Offline,Bill Payment,322.88,Success,2021-08,2021,M018
T000386,U00711,2024-02-01,Grocery,Offline,Bill Payment,46.28,Success,2024-02,2024,M020
T000387,U04695,2022-08-05,Fuel,Offline,UPI,352.45,Success,2022-08,2022,M005
T000388,U03451,2024-04-24,Mobile Recharge,Online,QR Code,626.02,Success,2024-04,2024,M005
T000389,U01203,2021-11-13,Travel,Small Business,UPI,193.23,Success,2021-11,2021,M020
T000390,U03119,2021-09-20,Travel,Small Business,QR Code,70.39,Success,2021-09,2021,M010
T000391,U03050,2024-09-15,Shopping,Small Business,QR Code,380.39,Success,2024-09,2024,M008
T000392,U04761,2021-08-15,Food & Dining,Offline,QR Code,35.21,Success,2021-08,2021,M020
T000393,U03853,2021-01-21,Travel,Offline,QR Code,411.96,Success,2021-01,2021,M012
T000394,U03699,2024-05-25,Education,Small Business,QR Code,85.94,Success,2024-05,2024,M013
T000395,U00053,2021-10-13,Education,Small Business,QR Code,35.83,Success,2021-10,2021,M019
T000396,U01778,2026-02-18,Grocery,Online,QR Code,77.31,Success,2026-02,2026,M016
T000397,U01311,2020-04-10,Bills,Offline,UPI,690.08,Success,2020-04,2020,M015
T000398,U01407,2022-12-29,Shopping,Small Business,UPI,649.88,Success,2022-12,2022,M009
T000399,U04086,2023-04-12,Other,Offline,QR Code,66.22,Success,2023-04,2023,M012
T000400,U04675,2021-03-08,Travel,Online,QR Code,770.7,Success,2021-03,2021,M020
T000401,U02279,2023-05-23,Shopping,Online,UPI,56.75,Success,2023-05,2023,M001
T000402,U03522,2021-06-20,Mobile Recharge,Online,QR Code,216.44,Success,2021-06,2021,M003
T000403,U02437,2021-08-23,Education,Offline,Recharge,1409.36,Success,2021-08,2021,M002
T000404,U01309,2024-07-24,Travel,Online,QR Code,494.49,Success,2024-07,2024,M018
T000405,U02354,2020-11-14,Other,Online,QR Code,350.71,Success,2020-11,2020,M004
T000406,U03870,2026-03-22,Education,Online,QR Code,365.55,Success,2026-03,2026,M018
T000407,U01295,2022-04-25,Mobile Recharge,Offline,QR Code,288.59,Failed,2022-04,2022,M014
T000408,U01565,2025-02-05,Grocery,Offline,UPI,152.41,Success,2025-02,2025,M005
T000409,U00409,2024-03-07,Grocery,Small Business,UPI,121.33,Success,2024-03,2024,M006
T000410,U01099,2020-03-11,Other,Offline,Online Payment,30.0,Success,2020-03,2020,M014
T000411,U01509,2023-02-26,Travel,Small Business,UPI,217.1,Success,2023-02,2023,M010
T000412,U00112,2021-03-19,Education,Online,UPI,146.17,Failed,2021-03,2021,M013
T000413,U01272,2021-08-21,Travel,Offline,UPI,185.14,Success,2021-08,2021,M020
T000414,U02884,2021-01-21,Education,Offline,UPI,33.39,Success,2021-01,2021,M011
T000415,U04587,2025-08-27,Mobile Recharge,Online,UPI,316.55,Success,2025-08,2025,M009
T000416,U01676,2024-04-27,Travel,Large Merchant,UPI,376.84,Failed,2024-04,2024,M014
T000417,U00325,2023-01-04,Bills,Large Merchant,UPI,40.42,Success,2023-01,2023,M011
T000418,U03434,2025-02-12,Healthcare,Offline,UPI,116.96,Success,2025-02,2025,M016
T000419,U04074,2021-07-06,Grocery,Online,QR Code,455.98,Success,2021-07,2021,M016
T000420,U03827,2025-07-04,Education,Online,QR Code,55.38,Success,2025-07,2025,M005
T000421,U01433,2023-10-20,Other,Small Business,QR Code,168.74,Success,2023-10,2023,M003
T000422,U04900,2020-10-06,Other,Offline,Online Payment,24.11,Success,2020-10,2020,M019
T000423,U02810,2022-02-09,Grocery,Offline,UPI,295.46,Success,2022-02,2022,M007
T000424,U01827,2024-01-06,Mobile Recharge,Offline,QR Code,36.4,Success,2024-01,2024,M007
T000425,U01149,2022-08-11,Education,Online,QR Code,205.3,Success,2022-08,2022,M016
T000426,U03940,2020-11-24,Mobile Recharge,Small Business,QR Code,157.72,Pending,2020-11,2020,M012
T000427,U03785,2024-04-08,Travel,Offline,QR Code,132.57,Success,2024-04,2024,M003
T000428,U04380,2020-04-18,Healthcare,Small Business,QR Code,384.44,Success,2020-04,2020,M018
T000429,U00872,2020-12-24,Fuel,Online,UPI,65.06,Success,2020-12,2020,M020
T000430,U00044,2022-08-13,Healthcare,Offline,Recharge,21.62,Success,2022-08,2022,M001
T000431,U03594,2020-11-13,Food & Dining,Offline,UPI,52.77,Success,2020-11,2020,M006
T000432,U04965,2020-12-06,Grocery,Offline,UPI,240.48,Success,2020-12,2020,M011
T000433,U02223,2023-09-02,Healthcare,Large Merchant,UPI,1825.54,Failed,2023-09,2023,M001
T000434,U02435,2020-12-14,Education,Offline,QR Code,767.49,Success,2020-12,2020,M018
T000435,U04703,2025-09-05,Bills,Offline,Bill Payment,34.74,Success,2025-09,2025,M010
T000436,U00002,2021-09-29,Fuel,Offline,Recharge,170.28,Success,2021-09,2021,M010
T000437,U02509,2021-02-04,Food & Dining,Offline,Recharge,127.23,Success,2021-02,2021,M001
T000438,U04494,2026-06-21,Utilities,Offline,Recharge,642.46,Success,2026-06,2026,M018
T000439,U03404,2024-05-01,Utilities,Offline,Bill Payment,41.76,Success,2024-05,2024,M006
T000440,U00597,2021-01-02,Education,Large Merchant,QR Code,80.33,Success,2021-01,2021,M006
T000441,U01790,2023-10-20,Food & Dining,Offline,QR Code,281.98,Success,2023-10,2023,M012
T000442,U03805,2022-06-22,Entertainment,Online,UPI,468.96,Success,2022-06,2022,M011
T000443,U01785,2023-01-01,Entertainment,Online,UPI,202.72,Success,2023-01,2023,M004
T000444,U03070,2020-07-04,Utilities,Large Merchant,Bill Payment,1468.75,Success,2020-07,2020,M016
T000445,U04067,2026-06-24,Fuel,Large Merchant,UPI,58.36,Success,2026-06,2026,M004
T000446,U04911,2021-08-16,Food & Dining,Offline,UPI,246.43,Success,2021-08,2021,M018
T000447,U02172,2024-04-14,Other,Small Business,UPI,358.13,Success,2024-04,2024,M006
T000448,U04754,2022-03-03,Education,Offline,UPI,430.0,Success,2022-03,2022,M018
T000449,U04326,2020-12-20,Travel,Small Business,QR Code,24.63,Success,2020-12,2020,M009
T000450,U04669,2020-04-15,Fuel,Offline,Bill Payment,234.99,Success,2020-04,2020,M002
T000451,U04096,2021-02-21,Shopping,Online,UPI,85.64,Success,2021-02,2021,M019
T000452,U00517,2021-10-03,Fuel,Online,QR Code,276.49,Success,2021-10,2021,M001
T000453,U00314,2026-03-02,Education,Small Business,QR Code,89.94,Success,2026-03,2026,M004
T000454,U01361,2021-07-18,Education,Offline,QR Code,203.41,Success,2021-07,2021,M018
T000455,U02125,2023-07-26,Grocery,Large Merchant,UPI,190.27,Success,2023-07,2023,M017
T000456,U00828,2026-02-14,Education,Offline,QR Code,289.87,Success,2026-02,2026,M014
T000457,U01677,2024-10-16,Bills,Large Merchant,QR Code,787.44,Success,2024-10,2024,M011
T000458,U02148,2020-09-14,Utilities,Offline,UPI,35.72,Success,2020-09,2020,M005
T000459,U04392,2024-05-14,Education,Small Business,UPI,103.3,Success,2024-05,2024,M001
T000460,U03779,2025-10-26,Healthcare,Offline,UPI,79.46,Success,2025-10,2025,M008
T000461,U03764,2022-11-12,Bills,Offline,QR Code,149.1,Success,2022-11,2022,M012
T000462,U03330,2026-02-10,Other,Offline,Recharge,60.88,Success,2026-02,2026,M001
T000463,U01461,2024-06-28,Education,Offline,UPI,1672.07,Success,2024-06,2024,M017
T000464,U02755,2024-09-07,Bills,Online,QR Code,149.16,Success,2024-09,2024,M015
T000465,U02571,2020-02-18,Food & Dining,Offline,Online Payment,271.5,Success,2020-02,2020,M009
T000466,U00778,2020-06-16,Travel,Offline,Recharge,249.26,Success,2020-06,2020,M016
T000467,U01564,2025-01-27,Mobile Recharge,Offline,Online Payment,1206.01,Success,2025-01,2025,M018
T000468,U00395,2025-08-30,Entertainment,Online,UPI,289.38,Success,2025-08,2025,M017
T000469,U01521,2021-01-26,Utilities,Offline,UPI,157.83,Success,2021-01,2021,M003
T000470,U01273,2023-02-02,Other,Offline,QR Code,460.95,Success,2023-02,2023,M003
T000471,U00655,2024-07-14,Food & Dining,Offline,QR Code,810.64,Success,2024-07,2024,M015
T000472,U03591,2024-09-23,Travel,Offline,Bill Payment,657.33,Success,2024-09,2024,M009
T000473,U01476,2023-12-20,Healthcare,Online,Online Payment,97.2,Success,2023-12,2023,M004
T000474,U02615,2020-08-16,Travel,Offline,QR Code,361.45,Success,2020-08,2020,M003
T000475,U01916,2025-07-24,Healthcare,Small Business,QR Code,300.24,Success,2025-07,2025,M004
T000476,U00003,2020-12-17,Travel,Small Business,QR Code,123.34,Success,2020-12,2020,M008
T000477,U00413,2026-03-22,Healthcare,Offline,Bill Payment,1023.92,Success,2026-03,2026,M007
T000478,U04116,2020-08-21,Shopping,Offline,UPI,284.16,Success,2020-08,2020,M018
T000479,U04092,2020-09-22,Travel,Online,UPI,69.92,Success,2020-09,2020,M013
T000480,U03850,2022-05-07,Bills,Offline,UPI,86.11,Success,2022-05,2022,M009
T000481,U04541,2026-06-19,Entertainment,Offline,UPI,386.14,Success,2026-06,2026,M011
T000482,U01370,2021-05-13,Utilities,Offline,Online Payment,66.62,Success,2021-05,2021,M010
T000483,U03934,2022-05-26,Shopping,Offline,QR Code,84.11,Success,2022-05,2022,M003
T000484,U01754,2026-03-08,Shopping,Large Merchant,UPI,70.1,Success,2026-03,2026,M010
T000485,U03412,2020-04-08,Travel,Online,QR Code,202.42,Success,2020-04,2020,M014
T000486,U02421,2024-07-02,Food & Dining,Large Merchant,UPI,53.03,Success,2024-07,2024,M014
T000487,U02730,2023-11-12,Education,Offline,QR Code,345.66,Success,2023-11,2023,M011
T000488,U00353,2021-06-07,Education,Small Business,Bill Payment,227.46,Success,2021-06,2021,M005
T000489,U00478,2025-12-05,Entertainment,Large Merchant,QR Code,1482.27,Success,2025-12,2025,M006
T000490,U02292,2022-05-05,Healthcare,Large Merchant,Recharge,201.71,Success,2022-05,2022,M018
T000491,U04823,2026-03-06,Shopping,Offline,QR Code,571.8,Success,2026-03,2026,M012
T000492,U03940,2023-12-03,Utilities,Offline,UPI,228.3,Success,2023-12,2023,M016
T000493,U04504,2021-04-25,Healthcare,Offline,QR Code,762.26,Success,2021-04,2021,M005
T000494,U02101,2024-07-23,Healthcare,Offline,UPI,74.26,Success,2024-07,2024,M020
T000495,U03748,2020-11-24,Food & Dining,Online,Bill Payment,562.62,Success,2020-11,2020,M018
T000496,U03688,2025-05-31,Other,Large Merchant,QR Code,124.73,Success,2025-05,2025,M002
T000497,U02929,2021-02-20,Grocery,Small Business,UPI,89.05,Success,2021-02,2021,M002
T000498,U04949,2026-04-20,Utilities,Online,Bill Payment,124.55,Success,2026-04,2026,M017
T000499,U03226,2022-08-02,Grocery,Large Merchant,UPI,65.78,Success,2022-08,2022,M016
T000500,U01351,2025-08-14,Education,Large Merchant,QR Code,461.13,Success,2025-08,2025,M006
T000501,U00373,2026-06-08,Healthcare,Offline,QR Code,686.39,Success,2026-06,2026,M008
T000502,U01490,2022-09-06,Fuel,Small Business,QR Code,84.24,Success,2022-09,2022,M014
T000503,U04998,2024-07-14,Mobile Recharge,Online,UPI,150.6,Success,2024-07,2024,M015
T000504,U03638,2023-12-22,Shopping,Online,UPI,85.66,Success,2023-12,2023,M016
T000505,U02868,2023-06-04,Other,Small Business,Bill Payment,92.78,Success,2023-06,2023,M002
T000506,U03566,2024-08-04,Bills,Offline,UPI,246.63,Success,2024-08,2024,M017
T000507,U01474,2024-05-05,Grocery,Online,UPI,677.93,Failed,2024-05,2024,M008
T000508,U01648,2021-01-24,Food & Dining,Small Business,Recharge,56.94,Failed,2021-01,2021,M002
T000509,U01023,2022-04-29,Food & Dining,Offline,QR Code,138.67,Success,2022-04,2022,M008
T000510,U02223,2022-03-29,Bills,Online,QR Code,235.52,Success,2022-03,2022,M006
T000511,U04418,2020-01-12,Food & Dining,Offline,QR Code,465.82,Success,2020-01,2020,M012
T000512,U01092,2025-12-16,Bills,Offline,UPI,515.73,Success,2025-12,2025,M014
T000513,U02846,2020-01-11,Utilities,Small Business,QR Code,69.31,Success,2020-01,2020,M016
T000514,U02540,2021-05-04,Food & Dining,Offline,UPI,182.67,Success,2021-05,2021,M010
T000515,U02380,2026-05-08,Entertainment,Offline,UPI,131.98,Success,2026-05,2026,M013
T000516,U04867,2025-08-18,Mobile Recharge,Offline,UPI,337.32,Success,2025-08,2025,M002
T000517,U03115,2023-02-20,Education,Online,UPI,95.88,Success,2023-02,2023,M012
T000518,U00490,2026-05-17,Shopping,Online,UPI,827.02,Success,2026-05,2026,M002
T000519,U02592,2022-03-22,Bills,Offline,QR Code,87.28,Success,2022-03,2022,M011
T000520,U03841,2020-02-25,Education,Offline,UPI,261.56,Success,2020-02,2020,M004
T000521,U03981,2021-12-08,Travel,Online,UPI,525.12,Success,2021-12,2021,M010
T000522,U00036,2022-10-06,Healthcare,Online,QR Code,4082.97,Success,2022-10,2022,M001
T000523,U01306,2020-01-23,Entertainment,Online,UPI,55.62,Success,2020-01,2020,M016
T000524,U02699,2022-02-10,Utilities,Offline,Recharge,272.2,Success,2022-02,2022,M017
T000525,U02841,2020-08-18,Shopping,Small Business,Bill Payment,1731.57,Success,2020-08,2020,M013
T000526,U00173,2020-07-28,Fuel,Offline,UPI,49.87,Success,2020-07,2020,M003
